Readings for sensor 1[0.09641528144957834, 0.6933897614926559, 0.09282410789243456, 0.3064697263505317, 0.42995230056010314, 0.881935516118193, 0.19088848570910955, 0.07405533857987034, 0.887084613919086, 0.06585999222542582, 0.4423990577655792, 0.4333402686769019, 0.678949952954433, 0.19828452357681603, 0.667153221826392, 0.6008847624098155]2019-02-08 07:03:58
Readings for sensor 2[0.7270955181674122, 0.1511300006346853, 0.5734670316105612, 0.7661191491149376, 0.014634562197316736, 0.38872919815040774, 0.21104733365811013, 0.7698285186670973, 0.41332876303124044, 0.7224388953941001, 0.41250841592075693, 0.6016180489741255, 0.35928232416004335, 0.2620034456484188, 0.5033979656698286, 0.8712097599216888]2019-02-08 07:03:58
Readings for sensor 3[0.6661362422062377, 0.7197038902820628, 0.9979725624233835, 0.600411719314777, 0.8347664865696307, 0.38334295235222504, 0.32819161225381555, 0.6352237653827421, 0.5166428565356972, 0.12107176835924516, 0.482067244695619, 0.16045097625144855, 0.642875650743013, 0.16225140386319192, 0.6420790732954818, 0.5970200150896158]2019-02-08 07:03:58
Readings for sensor 4[0.15267020031582812, 0.6432805197295179, 0.6347191763165304, 0.30755104012146894, 0.8379651445195504, 0.8640382721269448, 0.8033163422786885, 0.28047448130782804, 0.9255452409334853, 0.45772031662515245, 0.8036189401360508, 0.27354533212415266, 0.7045191596632029, 0.5646423560519073, 0.28106734549358614, 0.4823359566768509]2019-02-08 07:03:58
Readings for sensor 5[0.03882417292085938, 0.647627540943871, 0.8982640940223965, 0.3011768091010424, 0.5509757039233654, 0.21769783351310923, 0.5845512988162088, 0.514928530433927, 0.07343250823140823, 0.18138908599669357, 0.2760811569704401, 0.011421015000366186, 0.4314092432756427, 0.36547552726690014, 0.9054085985371466, 0.27509022466711164]2019-02-08 07:03:58
Readings for sensor 6[0.5978092813343933, 0.15588817636278884, 0.23464476128901013, 0.6771387392812672, 0.3279267157129201, 0.9043717477889378, 0.6659869135281199, 0.01478862891373911, 0.8144218496841525, 0.23371133816603873, 0.5332679388272397, 0.3286301170188869, 0.4643915782010706, 0.830854101215539, 0.36583002219390826, 0.5981031695800035]2019-02-08 07:03:59
Readings for sensor 7[0.5458259486545302, 0.0387006786788463, 0.49375060510036717, 0.248891204679469, 0.46070990307041004, 0.17264167410738362, 0.546297032036662, 0.14823687412529485, 0.3946081060620481, 0.9563856878902628, 0.5807068674320078, 0.4366805903390717, 0.5177700966396604, 0.9663201058385453, 0.4401443971886797, 0.27414251234761444]2019-02-08 07:03:59
Readings for sensor 8[0.08265435633283258, 0.6541689952902323, 0.30200860745974056, 0.8334862713017366, 0.9047568002042843, 0.8744075058080275, 0.5437987323650804, 0.754825366722061, 0.033548804048735725, 0.1535445278498755, 0.24796782966283137, 0.4269920924855637, 0.9943953890812574, 0.9265286870228429, 0.4930137190039199, 0.12262618568243844]2019-02-08 07:03:59
Readings for sensor 9[0.1265103918301671, 0.8650173559574859, 0.37911785453171676, 0.14067174026022877, 0.5355592539894606, 0.9595369135881432, 0.41296040067247164, 0.8975908196537765, 0.23628802559893092, 0.4942612806440648, 0.5255382693047511, 0.16703417802944498, 0.8191323283490938, 0.2006949916196613, 0.045567768378815265, 0.2974129026076485]2019-02-08 07:03:59
Readings for sensor 10[0.226059773319496, 0.16871609320109093, 0.40649089977599295, 0.867567846852548, 0.7744150452751076, 0.4860557326658782, 0.1733231388041765, 0.09865135068873354, 0.06714854757099431, 0.1212172893724972, 0.19400518117013632, 0.3969545315664532, 0.043737673516404785, 0.9152629282935432, 0.20496468034360904, 0.8886724052119438]2019-02-08 07:03:59
Readings for sensor 11[0.07037925743897266, 0.013304298455772745, 0.11459416113534227, 0.6717354351383407, 0.7460943701236108, 0.6512235630567101, 0.6082859422036141, 0.2429245044963042, 0.5412874958971736, 0.2668173165176322, 0.2597513902863442, 0.8524875108384868, 0.06838668520632685, 0.0031221420517751897, 0.8414404637945189, 0.5530980887345768]2019-02-08 07:03:59
Readings for sensor 12[0.1323466985859303, 0.7276013530061566, 0.7978703678743577, 0.8635836029048168, 0.08575034360867151, 0.8230824339140843, 0.23257488960054706, 0.10784590411978356, 0.7361864955739034, 0.3271355858331071, 0.2690923046415358, 0.22604888616948282, 0.5301572679445518, 0.42706508547417366, 0.0970824240017304, 0.9545449173534322]2019-02-08 07:03:59
Readings for sensor 13[0.7684666448428065, 0.8060389959582711, 0.5437107049161182, 0.20523938628068816, 0.008692068958466304, 0.2218703734180426, 0.2947597361372535, 0.341744099932046, 0.592118164940658, 0.4653509029505224, 0.9224930805144957, 0.09135336100766489, 0.6452839768316794, 0.9003621995605942, 0.004366204365992221, 0.485253764294043]2019-02-08 07:03:59
Readings for sensor 14[0.9547120822442304, 0.44869627578632676, 0.41685388433755455, 0.744212078327755, 0.7613134236546653, 0.5698573386965679, 0.33712281058769467, 0.1007390981807964, 0.8804633855115324, 0.3417771211479981, 0.027091494983259135, 0.16628132628409686, 0.7372591546297114, 0.7383451119494235, 0.06565865041909047, 0.9376348882283544]2019-02-08 07:03:59
Readings for sensor 15[0.5493827790375049, 0.41787864371915995, 0.34757043893459627, 0.9775946828421154, 0.638235481382561, 0.15553771467108002, 0.6101639548176732, 0.09556853643547292, 0.7551716105210372, 0.20594600914543504, 0.46417292095277596, 0.3375580109742292, 0.33841643466011684, 0.05938701899207943, 0.8529204929244533, 0.6660321108747944]2019-02-08 07:03:59
Readings for sensor 16[0.46627170566112797, 0.22058847569009343, 0.7134137850548039, 0.30573889469241655, 0.3192025621513972, 0.9672371517152994, 0.26397700339370755, 0.8354853335944399, 0.3048958813104412, 0.876544388020874, 0.48011384464986007, 0.9540875946615832, 0.7840554839386772, 0.9976307079199253, 0.968331975780566, 0.30144884196653865]2019-02-08 07:03:59
Readings for sensor 17[0.21774914150521774, 0.0001671039827645382, 0.6387693014880484, 0.8663757493924504, 0.21158494790376547, 0.26693537055287264, 0.33168787374557906, 0.5820255419253799, 0.4657763914639411, 0.862998523555338, 0.9358259527725636, 0.42135576719340895, 0.7558417312826968, 0.16422323910565428, 0.586626680218511, 0.2740524299113727]2019-02-08 07:03:59
Readings for sensor 18[0.23733849110735716, 0.12443680286720082, 0.1206815496089696, 0.8072460755005866, 0.3245713932940264, 0.978494570668936, 0.24864520838173976, 0.09238607099745011, 0.8796751476275995, 0.71786406181226, 0.2926493299048517, 0.4584615991589118, 0.10484860882258829, 0.7399717321287669, 0.3223856196110457, 0.3216195548688786]2019-02-08 07:03:59
Readings for sensor 19[0.8450497322201042, 0.9278666167966965, 0.09201200992303393, 0.10901353207990017, 0.6951251783449609, 0.6785238300784177, 0.037055888515297064, 0.916045999162055, 0.5706897140949404, 0.3566662739961979, 0.7000504104775409, 0.9216652763246975, 0.5270415956100382, 0.14093651412083974, 0.307317207351367, 0.3889172729628726]2019-02-08 07:03:59
Readings for sensor 20[0.1825272495972441, 0.31713861836920587, 0.04868846676260041, 0.2396173995209191, 0.3264503812528601, 0.5733537696643469, 0.7873960647735843, 0.36698206359415153, 0.42291683272698566, 0.12556151568675478, 0.04042647047571346, 0.3359075679604251, 0.6347006904550804, 0.544452227545989, 0.24043328653211904, 0.11379938027803504]2019-02-08 07:03:59
Readings for sensor 21[0.7472598422694994, 0.7405050007709651, 0.5222897113884031, 0.9534586222994547, 0.3498869017848887, 0.3130893552508198, 0.8992699785004922, 0.8883591732413935, 0.25934195178973873, 0.3188742445574594, 0.2004916131399893, 0.08481694751624058, 0.2905469453239421, 0.23996969468523122, 0.8237441073659566, 0.42695199431662667]2019-02-08 07:03:59
